title,authors,affiliation,venue,year,latitude,longitude
Machine Learning for Health Informatics.,Unknown Author,Machine Learning for Health Informatics,Machine Learning for Health Informatics,2016,,
Machine Learning for In Silico Modeling of Tumor Growth.,"Fleur Jeanquartier, Claire Jean-Quartier, Max Kotlyar, Tomás Tokár, Anne-Christin Hauschild, Igor Jurisica, Andreas Holzinger",Machine Learning for Health Informatics,Machine Learning for Health Informatics,2016,,
"Argumentation for Knowledge Representation, Conflict Resolution, Defeasible Inference and Its Integration with Machine Learning.",Unknown Author,Machine Learning for Health Informatics,Machine Learning for Health Informatics,2016,,
Challenges of Medical Text and Image Processing: Machine Learning Approaches.,"Ernestina Menasalvas, Consuelo Gonzalo-Martín",Machine Learning for Health Informatics,Machine Learning for Health Informatics,2016,,
Machine Learning and Data Mining Methods for Managing Parkinson&apos;s Disease.,"Dragana Miljkovic, Darko Aleksovski, Vid Podpecan, Nada Lavrac, Bernd Malle, Andreas Holzinger",Machine Learning for Health Informatics,Machine Learning for Health Informatics,2016,,
Reasoning Under Uncertainty: Towards Collaborative Interactive Machine Learning.,"Sebastian Robert, Sebastian Büttner, Carsten Röcker, Andreas Holzinger",Machine Learning for Health Informatics,Machine Learning for Health Informatics,2016,,
"Proceedings of the 2016 Workshop on Automatic Machine Learning, AutoML 2016, co-located with 33rd International Conference on Machine Learning (ICML 2016), New York City, NY, USA, June 24, 2016","Frank Hutter, Lars Kotthoff, Joaquin Vanschoren","['AutoML@ICML', 'JMLR Workshop and Conference Proceedings']","['AutoML@ICML', 'JMLR Workshop and Conference Proceedings']",2016,,
Machine Learning for Health Informatics - State-of-the-Art and Future Challenges,Unknown Author,"['Machine Learning for Health Informatics', 'Lecture Notes in Computer Science']","['Machine Learning for Health Informatics', 'Lecture Notes in Computer Science']",2016,,
Website Phishing.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,2016,,
Devanagari Handwritten Character Dataset.,"Shailesh Acharya, Prashnna K. Gyawali",UCI Machine Learning Repository,UCI Machine Learning Repository,2016,,
OCT data &amp; Color Fundus Images of Left &amp; Right Eyes.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,2016,,
MEU-Mobile KSD.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,2016,,
Indoor User Movement Prediction from RSS data.,"Davide Bacciu, Paolo Barsocchi, Stefano Chessa, Claudio Gallicchio, Alessio Micheli",UCI Machine Learning Repository,UCI Machine Learning Repository,2016,,
Occupancy Detection.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,2016,,
GPS Trajectories.,"Michael O. Cruz, Hendrik T. Macedo, R. Barreto, Adolfo P. Guimarães",UCI Machine Learning Repository,UCI Machine Learning Repository,2016,,
Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL).,"Kadian Davis, Evans Owusu",UCI Machine Learning Repository,UCI Machine Learning Repository,2016,,
Drug consumption (quantified).,"Elaine Fehrman, Vincent Egan, Evgeny Mirkes",UCI Machine Learning Repository,UCI Machine Learning Repository,2016,,
gene expression cancer RNA-Seq.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,2016,,
Twin gas sensor arrays.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,2016,,
SIFT10M.,"Xiping Fu, Brendan McCane, Steven Mills, Michael H. Albert, Lech Szymanski",UCI Machine Learning Repository,UCI Machine Learning Repository,2016,,
MoCap Hand Postures.,"Andrew Gardner 0001, Rastko R. Selmic, Jinko Kanno",UCI Machine Learning Repository,UCI Machine Learning Repository,2016,,
News Aggregator.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,2016,,
DrivFace.,"Aura Hernández-Sabaté, Antonio M. López 0001, Katerine Díaz-Chito",UCI Machine Learning Repository,UCI Machine Learning Repository,2016,,
Gas sensors for home activity monitoring.,"Flavia Huerta, Ramón Huerta",UCI Machine Learning Repository,UCI Machine Learning Repository,2016,,
Crowdsourced Mapping.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,2016,,
Improved Spiral Test Using Digitized Graphics Tablet for Monitoring Parkinsonâ€™s Disease.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,2016,,
Character Font Images.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,2016,,
Gastrointestinal Lesions in Regular Colonoscopy.,"Pablo Mesejo, Daniel Pizarro 0001",UCI Machine Learning Repository,UCI Machine Learning Repository,2016,,
Cargo 2000 Freight Tracking and Tracing.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,2016,,
Facebook metrics.,"Sérgio Moro, Paulo Rita, Bernardo Vala",UCI Machine Learning Repository,UCI Machine Learning Repository,2016,,
Activity Recognition system based on Multisensor data fusion (AReM).,"Filippo Palumbo, Claudio Gallicchio, Rita Pucci, Alessio Micheli",UCI Machine Learning Repository,UCI Machine Learning Repository,2016,,
NIPS Conference Papers 1987-2015.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,2016,,
UbiqLog (smartphone lifelogging).,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,2016,,
Detect Malacious Executable(AntiVirus).,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,2016,,
Facebook Comment Volume Dataset.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,2016,,
"Hybrid Indoor Positioning Dataset from WiFi RSSI, Bluetooth and magnetometer.","Judit Tamás, Zsolt Tóth",UCI Machine Learning Repository,UCI Machine Learning Repository,2016,,
Mesotheliomaâ€™s disease data set.,"A. Çetin Tanrikulu, Orhan Er",UCI Machine Learning Repository,UCI Machine Learning Repository,2016,,
Polish companies bankruptcy data.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,2016,,
Activity recognition with healthy older people using a batteryless wearable sensor.,"Roberto Luiz Shinmoto Torres, Renuka Visvanathan, Damith Ranasinghe",UCI Machine Learning Repository,UCI Machine Learning Repository,2016,,
Miskolc IIS Hybrid IPS.,"Zsolt Tóth, Judit Tamás",UCI Machine Learning Repository,UCI Machine Learning Repository,2016,,
Dota2 Games Results.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,2016,,
Air Quality.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,2016,,
Air quality.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,2016,,
HEPMASS.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,2016,,
Mturk User-Perceived Clusters over Images.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,2016,,
Default of credit card clients.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,2016,,
Stock portfolio performance.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,2016,,
Machine Learning on Belgian Health Expenditure Data: Data-driven Screening for Type 2 Diabetes; Machine learning op Belgische ziekenfondsgegevens: data-gedreven screening voor type 2 diabetes.,Unknown Author,Unknown Venue,Unknown Venue,2015,,
Scikit-learn: Machine Learning Without Learning the Machinery.,"Gaël Varoquaux, Lars Buitinck, Gilles Louppe, Olivier Grisel, Fabian Pedregosa, Andreas Mueller",GetMobile Mob. Comput. Commun.,GetMobile Mob. Comput. Commun.,2015,,
Combining Active Learning and Semi-Supervised Learning Based on Extreme Learning Machine for Multi-class Image Classification.,"Jinhua Liu, Hualong Yu, Wankou Yang, Changyin Sun",IScIDE,IScIDE,2015,,
Tacit Learning - Machine Learning Paradigm Based on the Principles of Biological Learning.,Unknown Author,Intelligent Assistive Robots,Intelligent Assistive Robots,2015,,
"Proceedings of the 4th Workshop on Machine Learning for Interactive Systems, MLIS 2015, co-located with the 32nd International Conference on Machine Learning (ICML 2015), Lille, France, July 11th, 2015.",,"['MLIS@ICML', 'JMLR Workshop and Conference Proceedings']","['MLIS@ICML', 'JMLR Workshop and Conference Proceedings']",2015,,
wiki4HE.,"Eduard Aibar, J. Llads, Antoni Meseguer-Artola, J. Minguilln, Maura Lerga",UCI Machine Learning Repository,UCI Machine Learning Repository,2015,,
Dataset for Sensorless Drive Diagnosis.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,2015,,
Heterogeneity Activity Recognition.,"Henrik Blunck, Sourav Bhattacharya, Thor S. Prentow, Mikkel Kjrgaard, Anind K. Dey",UCI Machine Learning Repository,UCI Machine Learning Repository,2015,,
Online Retail.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,2015,,
microblogPCU.,"Hao Chen, Mengting Zhan, Jianhong Mi, Yanzhang Lv, Jun Liu 0002",UCI Machine Learning Repository,UCI Machine Learning Repository,2015,,
Online Video Characteristics and Transcoding Time Dataset.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,2015,,
NoisyOffice.,"S. Espaa-Boquera, Joan Pastor-Pellicer, María José Castro Bleda, F. Zamora-Martinez",UCI Machine Learning Repository,UCI Machine Learning Repository,2015,,
Online News Popularity.,"Kelwin Fernandes, Pedro Vinagre, Paulo Cortez 0001, Pedro Sernadela",UCI Machine Learning Repository,UCI Machine Learning Repository,2015,,
Gas sensor array under dynamic gas mixtures.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,2015,,
TV News Channel Commercial Detection Dataset.,"Prithwijit Guha, Raghvendra Kannao, Ravishankar Soni",UCI Machine Learning Repository,UCI Machine Learning Repository,2015,,
Mice Protein Expression.,"Clara Higuera, Katheleen J. Gardiner, Krzysztof J. Cios",UCI Machine Learning Repository,UCI Machine Learning Repository,2015,,
Forest type mapping.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,2015,,
Cuff-Less Blood Pressure Estimation.,"Mohamad Kachuee, Mohammad Mahdi Kiani, Hoda Mohammadzade, Mahdi Shabany",UCI Machine Learning Repository,UCI Machine Learning Repository,2015,,
Sentiment Labelled Sentences.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,2015,,
Greenhouse Gas Observing Network.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,2015,,
Phishing Websites.,"Rami Mustafa A. Mohammad, Lee McCluskey",UCI Machine Learning Repository,UCI Machine Learning Repository,2015,,
"Taxi Service Trajectory - Prediction Challenge, ECML PKDD 2015.","Luís Moreira-Matias, Michel Ferreira, João Mendes Moreira 0001",UCI Machine Learning Repository,UCI Machine Learning Repository,2015,,
Folio.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,2015,,
Smartphone-Based Recognition of Human Activities and Postural Transitions.,"Jorge Luis Reyes-Ortiz, Davide Anguita, Luca Oneto, Xavier Parra",UCI Machine Learning Repository,UCI Machine Learning Repository,2015,,
HIV-1 protease cleavage.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,2015,,
Chronic_Kidney_Disease.,"L. Jerlin Rubini, P. Soundarapandian, Perumal Eswaran",UCI Machine Learning Repository,UCI Machine Learning Repository,2015,,
UJIIndoorLoc-Mag.,"Joaquín Torres-Sospedra, David Rambla, Raúl Montoliu, Oscar Belmonte, Joaquín Huerta",UCI Machine Learning Repository,UCI Machine Learning Repository,2015,,
ElectricityLoadDiagrams20112014.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,2015,,
Firm-Teacher_Clave-Direction_Classification.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,2015,,
Introduction to Machine Learning in Healthcare Informatics.,"Pradeep Chowriappa, Sumeet Dua, Yavor Todorov",Machine Learning in Healthcare Informatics,Machine Learning in Healthcare Informatics,2014,,
Wavelet-based Machine Learning Techniques for ECG Signal Analysis.,"Roshan Joy Martis, Chandan Chakraborty, Ajoy Kumar Ray",Machine Learning in Healthcare Informatics,Machine Learning in Healthcare Informatics,2014,,
Machine Learning Techniques for AD/MCI Diagnosis and Prognosis.,"Dinggang Shen, Chong-Yaw Wee, Daoqiang Zhang, Luping Zhou, Pew-Thian Yap",Machine Learning in Healthcare Informatics,Machine Learning in Healthcare Informatics,2014,,
Clinical Utility of Machine Learning and Longitudinal EHR Data.,"Walter F. Stewart, Jason Roy, Jimeng Sun 0001, Shahram Ebadollahi",Machine Learning in Healthcare Informatics,Machine Learning in Healthcare Informatics,2014,,
Pixel-based Machine Learning in Computer-Aided Diagnosis of Lung and Colon Cancer.,Unknown Author,Machine Learning in Healthcare Informatics,Machine Learning in Healthcare Informatics,2014,,
Using Machine Learning to Plan Rehabilitation for Home Care Clients: Beyond &quot;Black-Box&quot; Predictions.,"Mu Zhu, Lu Cheng 0002, Joshua J. Armstrong, Jeffrey W. Poss, John P. Hirdes, Paul Stolee",Machine Learning in Healthcare Informatics,Machine Learning in Healthcare Informatics,2014,,
Machine Learning in Healthcare Informatics,"Sumeet Dua, U. Rajendra Acharya, Prerna Dua","['Machine Learning in Healthcare Informatics', 'Intelligent Systems Reference Library']","['Machine Learning in Healthcare Informatics', 'Intelligent Systems Reference Library']",2014,,
Twitter Data set for Arabic Sentiment Analysis.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,2014,,
Diabetic Retinopathy Debrecen Data Set.,"Bálint Antal, András Hajdu",UCI Machine Learning Repository,UCI Machine Learning Repository,2014,,
MHEALTH Dataset.,"Oresti Banos, Rafael García, Alejandro Saez",UCI Machine Learning Repository,UCI Machine Learning Repository,2014,,
REALDISP Activity Recognition Dataset.,"Oresti Banos, Máté Attila Tóth, Oliver Amft",UCI Machine Learning Repository,UCI Machine Learning Repository,2014,,
AAAI 2014 Accepted Papers.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,2014,,
AAAI 2013 Accepted Papers.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,2014,,
Airfoil Self-Noise.,"Thomas Brooks, D. Pope, Michael Marcolini",UCI Machine Learning Repository,UCI Machine Learning Repository,2014,,
Dow Jones Index.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,2014,,
Dataset for ADL Recognition with Wrist-worn Accelerometer.,"Barbara Bruno, Fulvio Mastrogiovanni, Antonio Sgorbissa",UCI Machine Learning Repository,UCI Machine Learning Repository,2014,,
BlogFeedback.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,2014,,
Wholesale customers.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,2014,,
User Identification From Walking Activity.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,2014,,
Activity Recognition from Single Chest-Mounted Accelerometer.,"Pierluigi Casale, Oriol Pujol, Petia Radeva",UCI Machine Learning Repository,UCI Machine Learning Repository,2014,,
